VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux non ferreux (34,392 t );TFA;TFA-02;66,03264;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau (0,487 t );FMA-VC;F3-01b;0,74024;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau (0,487 t );FMA-VC;F3-2-05;9,27735;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres de ventilation (2,279 t );TFA;TFA-02;3,6464;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Pièges à iode, charbon actif (0,98 t );TFA;TFA-02;1,6366;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues de décantation (39,319 t );FMA-VC;F3-2-02;218,61364;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Silice, sable, corindon, grenaille (5,815 t );TFA;TFA-02;3,89605;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues séchées (3,5 t );TFA;TFA-02;3,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Huiles (8,483 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Solvants (1 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Solutions de lessivage (1,44 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines actives (53,5 t );FMA-VC;F3-2-03;285,155;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG (0,48 t );FMA-VC;F3-7-01;0,12768;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG (1,92 t );TFA;TFA-02;2,592;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Amiante (16,525 t );TFA;TFA-02;165,25;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes fluorescents (0,58 t );TFA;TFA-02;0,8294;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Piles, batteries (2,423 t );TFA;TFA-02;4,846;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Chambres RPN (1 t );FMA-VC;F3-2-05;11,98;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Gravats (1,5 t );TFA;TFA-02;1,635;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Liquides organiques (0,96 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Déchets électriques et électroniques (2,065 t );TFA;TFA-02;2,065;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Sondes RIC (0,006 t );FMA-VC;F3-2-05;0,07188;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes guides de grappe (14,472 t );FMA-VC;F3-2-15;14,472;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes guides de grappe (14,472 t );FMA-VC;F3-7-02;14,472;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres (100 F1);FMA-VC;F3-01b;13,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 55Fe, 60Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres (62 F1);TFA;TFA-02;13,02;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 2 m3 (13 C1);FMA-VC;F3-2-05;26;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 137Cs, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 1,2 m3 (8 C4);FMA-VC;F3-2-05;9,84;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 110mAg, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 5 m3 (3 CM5M3);FMA-VC;F3-2-15;12,18;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 90Sr, 137Cs
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts plastiques de 200 litres (208 F6);FMA-VC;F3-7-01;3,12;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Big-bags de 1 m3 (123 BB1);TFA;TFA-02;123;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 63Ni, 110mAg, 125Sb, 137Cs
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3 (1 CA2);TFA;TFA-02;2,66;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 110mAg, 58Co, 108mAg
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Casiers de 2,66 m3 (10 CA2);TFA;TFA-02;26,6;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co, 110mAg, 58Co
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons lhotelier (1 LHOT);FMA-VC;F3-7-02;1,155;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 110mAg, 137Cs
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Caissons métalliques de 8 m3 (8 CM8M3);FMA-VC;F3-7-02;3,968;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni, 90Sr, 137Cs
PETIT-CAUX;76;76618;EDF - PENLY - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Conteneur réutilisable (2m3) (3 CRR2);TFA;TFA-02;1,5;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes sources (10 unités);AUTRES;S01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Grappes (autres que sources) (79 unités);MA-VL;F2-2-03;6,952;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Doigts de gants RIC (6 étui);MA-VL;F2-2-03;0,306;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Crayons absorbants (AIC, Pyrex, Inox) (38 étuis);MA-VL;F2-2-03;20,71;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Crayons sources (2 étuis);AUTRES;S01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Têtes de grappes (toutes) (20 étuis);MA-VL;F2-2-03;2,32;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Squelettes d'assemblage combustible (2 unités);MA-VL;F2-2-03;0,136;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne Activité à Vie Longue entreposés en piscine;;Pièces métalliques diverses (6 étuis);MA-VL;F2-2-03;0,546;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;55Fe, 60Co, 63Ni
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc (0,507 t );FMA-VC;F3-01b;0,98865;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc (1,773 t );FMA-VC;F3-7-01;0,471618;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Plastiques, caoutchouc (0,253 t );FMA-VC;F3-2-05;3,20298;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux (19,837 t );FMA-VC;F3-7-02;2,896202;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux (9,155 t );TFA;TFA-02;17,5776;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux ferreux (1,526 t );FMA-VC;F3-2-05;18,28148;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux non ferreux (2,552 t );FMA-VC;F3-2-15;3,39416;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Métaux non ferreux (22,969 t );TFA;TFA-02;44,10048;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Gravats (14,29 t );TFA;TFA-02;15,5761;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau (2,183 t );FMA-VC;F3-01b;3,97306;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres d'eau (2,183 t );FMA-VC;F3-2-05;41,58615;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Filtres de ventilation (8,021 t );TFA;TFA-02;12,8336;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues de décantation (19,743 t );FMA-VC;F3-2-02;109,77108;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Boues séchées (16,101 t );TFA;TFA-02;16,101;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Silice, sable, corindon, grenaille (2,977 t );TFA;TFA-02;1,99459;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Pièges à iode - Charbon actif (0,273 t );TFA;TFA-02;0,45591;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Huiles (4,536 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines actives (14,282 t );FMA-VC;F3-2-03;76,12306;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG (3,737 t );FMA-VC;F3-7-01;0,994042;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Résines échangeuses d'ions APG (14,946 t );TFA;TFA-02;20,1771;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Amiante (7,824 t );TFA;TFA-02;78,24;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Piles, batteries (3,367 t );TFA;TFA-02;6,734;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Solvants (0,88 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Concentrats (5,801 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Déchets électriques et électroniques (2,189 t );TFA;TFA-02;2,189;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Liquides organiques (0,826 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Solutions de lessivage (6 t );FMA-VC;F3-7-01;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes guides de grappe (5,55 t );FMA-VC;F3-2-15;7,3815;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes guides de grappe (5,55 t );FMA-VC;F3-7-02;0,8103;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets non conditionnés;Tubes fluorescents (1,083 t );TFA;TFA-02;1,54869;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres (60 F1);FMA-VC;F3-01b;8,1;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H, 55Fe, 60Co, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 2 m3 (9 C1);FMA-VC;F3-2-05;18;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 55Fe, 60Co, 110mAg, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Coques béton de 1,2 m3 (14 C4);FMA-VC;F3-2-05;17,22;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 55Fe, 60Co, 110mAg, 58Co
SAINT-MAURICE-L'EXIL;38;38425;EDF - SAINT-ALBAN - CNPE;Déchets de Moyenne, Faible ou Très Faible Activité à Vie Courte;Déchets en attente d'expédition à l'Andra pour stockage ou à CENTRACO pour traitement;Fûts métalliques de 200 litres (1 F1);FMA-VC;F3-7-01;0,016;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;54Mn, 60Co, 63Ni, 90Sr, 58Co
